,,,,,,,,,,,,,,,,,,,,
,登録番号,氏名,コース,進入率(%),3連対率(%),1着率(%),2着率(%),3着率(%),平均ST,平均スタート順,,,,,,,,,,
,4908,上田龍星 ,2,16.8%,86.4%,36.4%,31.8%,18.2%,0.14,3.10,,,,,,,,,,
,4908,上田龍星 ,3,19.1%,72.0%,28.0%,32.0%,12.0%,0.13,2.50,,,,,,,,,,
,4908,上田龍星 ,4,16.0%,71.4%,19.0%,38.1%,14.3%,0.14,2.60,,,,,,,,,,
,4908,上田龍星 ,5,10.7%,57.1%,7.1%,21.4%,28.6%,0.13,3.60,,,,,,,,,,
,4908,上田龍星 ,6,12.2%,56.2%,12.5%,12.5%,31.2%,0.17,3.10,,,,,,,,,,
,3623,深川真二 ,1,27.9%,94.1%,73.5%,14.7%,5.9%,0.13,2.70,,,,,,,,,,
,3623,深川真二 ,2,61.5%,68.0%,18.7%,38.7%,10.7%,0.14,2.70,,,,,,,,,,
,3623,深川真二 ,3,10.7%,100.0%,30.8%,46.2%,23.1%,0.14,2.40,,,,,,,,,,
,3623,深川真二 ,4,  - - ,   - -  ,0.0%,0.0%,0.0%, - - , - -,,,,,,,,,,
,3623,深川真二 ,5,  - - ,   - -  ,0.0%,0.0%,0.0%, - - , - -,,,,,,,,,,
,3623,深川真二 ,6,  - - ,   - -  ,0.0%,0.0%,0.0%, - - , - -,,,,,,,,,,
,4503,上野真之介 ,1,25.0%,100.0%,83.8%,13.5%,2.7%,0.11,1.90,,,,,,,,,,
,4503,上野真之介 ,2,14.9%,63.6%,18.2%,40.9%,4.5%,0.15,3.50,,,,,,,,,,
,4503,上野真之介 ,3,15.5%,73.9%,34.8%,26.1%,13.0%,0.11,2.70,,,,,,,,,,
,4503,上野真之介 ,4,16.9%,68.0%,16.0%,12.0%,40.0%,0.12,2.70,,,,,,,,,,
,4503,上野真之介 ,5,13.5%,50.0%,10.0%,20.0%,20.0%,0.13,2.80,,,,,,,,,,
,4503,上野真之介 ,6,14.2%,42.9%,9.5%,19.0%,14.3%,0.10,2.20,,,,,,,,,,
,4532, 秋元哲 ,1,22.9%,92.0%,68.0%,16.0%,8.0%,0.14,2.40,,,,,,,,,,
,4532, 秋元哲 ,2,17.4%,89.5%,10.5%,47.4%,31.6%,0.13,2.30,,,,,,,,,,
,4532, 秋元哲 ,3,13.8%,73.3%,40.0%,20.0%,13.3%,0.11,1.80,,,,,,,,,,
,4532, 秋元哲 ,4,18.3%,75.0%,25.0%,25.0%,25.0%,0.12,2.50,,,,,,,,,,
,4532, 秋元哲 ,5,15.6%,58.8%,17.6%,29.4%,11.8%,0.13,2.20,,,,,,,,,,
,4532, 秋元哲 ,6,11.9%,30.8%,7.7%,7.7%,15.4%,0.16,3.30,,,,,,,,,,
,5017,澤田尚也 ,1,19.1%,95.5%,86.4%,9.1%,0.0%,0.13,1.70,,,,,,,,,,
,5017,澤田尚也 ,2,20.0%,78.3%,30.4%,26.1%,21.7%,0.12,3.00,,,,,,,,,,
,5017,澤田尚也 ,3,14.8%,82.4%,11.8%,52.9%,17.6%,0.14,2.90,,,,,,,,,,
,5017,澤田尚也 ,4,13.9%,68.8%,25.0%,37.5%,6.2%,0.16,3.70,,,,,,,,,,
,5017,澤田尚也 ,5,19.1%,72.7%,27.3%,27.3%,18.2%,0.12,2.60,,,,,,,,,,
,5017,澤田尚也 ,6,13.0%,26.7%,6.7%,6.7%,13.3%,0.13,2.50,,,,,,,,,,
,5088,高憧四季 ,1,23.9%,87.9%,63.6%,21.2%,3.0%,0.15,2.50,,,,,,,,,,
,5088,高憧四季 ,2,15.9%,81.8%,40.9%,22.7%,18.2%,0.17,3.00,,,,,,,,,,
,5088,高憧四季 ,3,14.5%,80.0%,30.0%,20.0%,30.0%,0.19,3.10,,,,,,,,,,
,5088,高憧四季 ,4,18.8%,84.6%,30.8%,26.9%,26.9%,0.14,2.70,,,,,,,,,,
,5088,高憧四季 ,5,15.2%,61.9%,19.0%,19.0%,23.8%,0.17,3.30,,,,,,,,,,
,5088,高憧四季 ,6,11.6%,56.2%,6.2%,25.0%,25.0%,0.14,2.90,,,,,,,,,,
,4324,海野康志郎 ,1,23.0%,94.7%,71.1%,10.5%,13.2%,0.12,2.40,,,,,,,,,,
,4324,海野康志郎 ,2,20.6%,73.5%,26.5%,41.2%,5.9%,0.14,3.10,,,,,,,,,,
,4324,海野康志郎 ,3,19.4%,68.8%,28.1%,25.0%,15.6%,0.14,2.90,,,,,,,,,,
,4324,海野康志郎 ,4,16.4%,51.9%,14.8%,22.2%,14.8%,0.16,3.40,,,,,,,,,,
,4324,海野康志郎 ,5,16.4%,63.0%,14.8%,29.6%,18.5%,0.16,3.70,,,,,,,,,,
,4324,海野康志郎 ,6,4.2%,28.6%,0.0%,14.3%,14.3%,0.15,3.90,,,,,,,,,,
,4361,柳生泰二 ,1,23.4%,100.0%,93.3%,3.3%,3.3%,0.16,3.30,,,,,,,,,,
,4361,柳生泰二 ,2,17.2%,81.8%,27.3%,31.8%,22.7%,0.16,3.80,,,,,,,,,,
,4361,柳生泰二 ,3,17.2%,63.6%,18.2%,22.7%,22.7%,0.14,2.80,,,,,,,,,,
,4361,柳生泰二 ,4,18.0%,82.6%,30.4%,34.8%,17.4%,0.14,2.60,,,,,,,,,,
,4361,柳生泰二 ,5,12.5%,62.5%,18.8%,25.0%,18.8%,0.13,2.60,,,,,,,,,,
,4361,柳生泰二 ,6,11.7%,40.0%,0.0%,13.3%,26.7%,0.16,2.80,,,,,,,,,,
,4064,原田篤志 ,1,26.8%,91.9%,78.4%,8.1%,5.4%,0.15,2.80,,,,,,,,,,
,4064,原田篤志 ,2,15.2%,95.2%,23.8%,47.6%,23.8%,0.13,3.20,,,,,,,,,,
,4064,原田篤志 ,3,20.3%,82.1%,21.4%,42.9%,17.9%,0.15,2.80,,,,,,,,,,
,4064,原田篤志 ,4,13.8%,73.7%,36.8%,21.1%,15.8%,0.19,3.70,,,,,,,,,,
,4064,原田篤志 ,5,13.8%,63.2%,5.3%,21.1%,36.8%,0.17,3.80,,,,,,,,,,
,4064,原田篤志 ,6,10.1%,42.9%,0.0%,14.3%,28.6%,0.17,4.00,,,,,,,,,,
,3960,菊地孝平 ,1,24.5%,86.5%,70.3%,16.2%,0.0%,0.11,2.00,,,,,,,,,,
,3960,菊地孝平 ,2,15.2%,73.9%,30.4%,34.8%,8.7%,0.12,2.20,,,,,,,,,,
,3960,菊地孝平 ,3,14.6%,81.8%,18.2%,50.0%,13.6%,0.10,1.90,,,,,,,,,,
,3960,菊地孝平 ,4,21.2%,71.9%,21.9%,28.1%,21.9%,0.11,2.10,,,,,,,,,,
,3960,菊地孝平 ,5,17.2%,57.7%,19.2%,19.2%,19.2%,0.09,1.70,,,,,,,,,,
,3960,菊地孝平 ,6,7.3%,63.6%,36.4%,18.2%,9.1%,0.12,2.30,,,,,,,,,,
,4604,岩瀬裕亮 ,1,20.1%,93.5%,83.9%,3.2%,6.5%,0.12,2.00,,,,,,,,,,
,4604,岩瀬裕亮 ,2,18.8%,79.3%,13.8%,48.3%,17.2%,0.16,3.30,,,,,,,,,,
,4604,岩瀬裕亮 ,3,16.2%,72.0%,4.0%,32.0%,36.0%,0.15,3.20,,,,,,,,,,
,4604,岩瀬裕亮 ,4,17.5%,66.7%,11.1%,44.4%,11.1%,0.15,2.90,,,,,,,,,,
,4604,岩瀬裕亮 ,5,12.3%,68.4%,21.1%,10.5%,36.8%,0.16,3.80,,,,,,,,,,
,4604,岩瀬裕亮 ,6,14.9%,56.5%,8.7%,13.0%,34.8%,0.14,3.50,,,,,,,,,,
,3779,原田幸哉 ,1,25.0%,85.3%,73.5%,8.8%,2.9%,0.10,2.20,,,,,,,,,,
,3779,原田幸哉 ,2,14.0%,73.7%,21.1%,31.6%,21.1%,0.12,3.00,,,,,,,,,,
,3779,原田幸哉 ,3,19.9%,66.7%,33.3%,11.1%,22.2%,0.11,2.30,,,,,,,,,,
,3779,原田幸哉 ,4,20.6%,60.7%,25.0%,21.4%,14.3%,0.09,2.20,,,,,,,,,,
,3779,原田幸哉 ,5,10.3%,64.3%,28.6%,7.1%,28.6%,0.11,2.60,,,,,,,,,,
,3779,原田幸哉 ,6,10.3%,35.7%,0.0%,7.1%,28.6%,0.11,2.60,,,,,,,,,,
,4848,仲谷颯仁 ,1,23.1%,100.0%,64.3%,28.6%,7.1%,0.13,3.10,,,,,,,,,,
,4848,仲谷颯仁 ,2,14.0%,76.5%,35.3%,35.3%,5.9%,0.14,3.10,,,,,,,,,,
,4848,仲谷颯仁 ,3,12.4%,80.0%,20.0%,26.7%,33.3%,0.15,3.30,,,,,,,,,,
,4848,仲谷颯仁 ,4,14.0%,52.9%,0.0%,35.3%,17.6%,0.16,3.40,,,,,,,,,,
,4848,仲谷颯仁 ,5,19.8%,50.0%,8.3%,20.8%,20.8%,0.15,3.30,,,,,,,,,,
,4848,仲谷颯仁 ,6,16.5%,55.0%,5.0%,30.0%,20.0%,0.17,3.70,,,,,,,,,,
,4256,渡辺浩司 ,1,21.4%,92.9%,82.1%,3.6%,7.1%,0.11,2.10,,,,,,,,,,
,4256,渡辺浩司 ,2,19.8%,61.5%,23.1%,15.4%,23.1%,0.14,3.20,,,,,,,,,,
,4256,渡辺浩司 ,3,15.3%,75.0%,20.0%,35.0%,20.0%,0.13,2.40,,,,,,,,,,
,4256,渡辺浩司 ,4,13.0%,76.5%,11.8%,58.8%,5.9%,0.10,2.40,,,,,,,,,,
,4256,渡辺浩司 ,5,16.0%,66.7%,14.3%,28.6%,23.8%,0.12,2.80,,,,,,,,,,
,4256,渡辺浩司 ,6,14.5%,47.4%,15.8%,5.3%,26.3%,0.15,3.50,,,,,,,,,,
,4910,中村泰平 ,1,24.4%,97.0%,78.8%,9.1%,9.1%,0.14,2.40,,,,,,,,,,
,4910,中村泰平 ,2,14.8%,80.0%,15.0%,50.0%,15.0%,0.12,2.60,,,,,,,,,,
,4910,中村泰平 ,3,20.0%,74.1%,40.7%,18.5%,14.8%,0.16,2.90,,,,,,,,,,
,4910,中村泰平 ,4,15.6%,81.0%,23.8%,38.1%,19.0%,0.15,3.70,,,,,,,,,,
,4910,中村泰平 ,5,12.6%,70.6%,11.8%,23.5%,35.3%,0.13,2.80,,,,,,,,,,
,4910,中村泰平 ,6,12.6%,47.1%,0.0%,5.9%,41.2%,0.18,4.30,,,,,,,,,,
,3946,赤岩善生 ,1,26.3%,88.6%,65.9%,15.9%,6.8%,0.12,2.50,,,,,,,,,,
,3946,赤岩善生 ,2,48.5%,74.1%,12.3%,45.7%,16.0%,0.16,3.20,,,,,,,,,,
,3946,赤岩善生 ,3,19.2%,65.6%,9.4%,37.5%,18.8%,0.17,3.30,,,,,,,,,,
,3946,赤岩善生 ,4,4.8%,50.0%,0.0%,0.0%,50.0%,0.16,3.80,,,,,,,,,,
,3946,赤岩善生 ,5,  - - ,   - -  ,0.0%,0.0%,0.0%, - - , - -,,,,,,,,,,
,3946,赤岩善生 ,6,1.2%,50.0%,0.0%,50.0%,0.0%,0.22,5.50,,,,,,,,,,
,4296,岡崎恭裕 ,1,24.8%,92.6%,70.4%,14.8%,7.4%,0.13,2.50,,,,,,,,,,
,4296,岡崎恭裕 ,2,18.3%,75.0%,20.0%,25.0%,30.0%,0.14,2.80,,,,,,,,,,
,4296,岡崎恭裕 ,3,12.8%,71.4%,42.9%,14.3%,14.3%,0.16,2.40,,,,,,,,,,
,4296,岡崎恭裕 ,4,14.7%,62.5%,0.0%,50.0%,12.5%,0.13,2.60,,,,,,,,,,
,4296,岡崎恭裕 ,5,21.1%,69.6%,17.4%,26.1%,26.1%,0.13,2.70,,,,,,,,,,
,4296,岡崎恭裕 ,6,8.3%,55.6%,0.0%,11.1%,44.4%,0.11,2.20,,,,,,,,,,
,4584,村岡賢人 ,1,21.4%,96.4%,67.9%,25.0%,3.6%,0.12,2.50,,,,,,,,,,
,4584,村岡賢人 ,2,17.6%,65.2%,30.4%,21.7%,13.0%,0.13,3.00,,,,,,,,,,
,4584,村岡賢人 ,3,18.3%,79.2%,16.7%,41.7%,20.8%,0.11,2.40,,,,,,,,,,
,4584,村岡賢人 ,4,16.0%,81.0%,19.0%,38.1%,23.8%,0.11,2.50,,,,,,,,,,
,4584,村岡賢人 ,5,14.5%,63.2%,21.1%,15.8%,26.3%,0.11,2.50,,,,,,,,,,
,4584,村岡賢人 ,6,12.2%,56.2%,12.5%,18.8%,25.0%,0.12,2.40,,,,,,,,,,
,4961,西橋奈未 ,1,26.7%,91.7%,77.8%,8.3%,5.6%,0.12,2.20,,,,,,,,,,
,4961,西橋奈未 ,2,14.1%,57.9%,26.3%,21.1%,10.5%,0.13,2.20,,,,,,,,,,
,4961,西橋奈未 ,3,14.1%,63.2%,31.6%,15.8%,15.8%,0.15,3.20,,,,,,,,,,
,4961,西橋奈未 ,4,14.1%,52.6%,21.1%,21.1%,10.5%,0.14,2.90,,,,,,,,,,
,4961,西橋奈未 ,5,14.1%,63.2%,10.5%,31.6%,21.1%,0.17,3.70,,,,,,,,,,
,4961,西橋奈未 ,6,17.0%,56.5%,13.0%,21.7%,21.7%,0.18,3.90,,,,,,,,,,
,3719, 辻栄蔵 ,1,20.7%,92.9%,53.6%,25.0%,14.3%,0.14,3.40,,,,,,,,,,
,3719, 辻栄蔵 ,2,15.6%,76.2%,28.6%,28.6%,19.0%,0.15,3.50,,,,,,,,,,
,3719, 辻栄蔵 ,3,12.6%,82.4%,0.0%,47.1%,35.3%,0.14,3.10,,,,,,,,,,
,3719, 辻栄蔵 ,4,18.5%,76.0%,12.0%,28.0%,36.0%,0.13,3.00,,,,,,,,,,
,3719, 辻栄蔵 ,5,14.1%,78.9%,5.3%,36.8%,36.8%,0.16,3.60,,,,,,,,,,
,3719, 辻栄蔵 ,6,18.5%,44.0%,0.0%,12.0%,32.0%,0.15,3.70,,,,,,,,,,
,3854,吉川元浩 ,1,26.9%,87.5%,65.6%,12.5%,9.4%,0.15,2.90,,,,,,,,,,
,3854,吉川元浩 ,2,13.4%,68.8%,18.8%,31.2%,18.8%,0.14,2.80,,,,,,,,,,
,3854,吉川元浩 ,3,16.0%,73.7%,10.5%,36.8%,26.3%,0.14,2.90,,,,,,,,,,
,3854,吉川元浩 ,4,19.3%,69.6%,17.4%,30.4%,21.7%,0.11,2.30,,,,,,,,,,
,3854,吉川元浩 ,5,16.0%,52.6%,5.3%,26.3%,21.1%,0.12,2.90,,,,,,,,,,
,3854,吉川元浩 ,6,8.4%,30.0%,10.0%,0.0%,20.0%,0.15,4.10,,,,,,,,,,
,3952,中澤和志 ,1,25.7%,94.6%,56.8%,29.7%,8.1%,0.15,2.90,,,,,,,,,,
,3952,中澤和志 ,2,14.6%,85.7%,33.3%,33.3%,19.0%,0.15,2.50,,,,,,,,,,
,3952,中澤和志 ,3,12.5%,83.3%,22.2%,44.4%,16.7%,0.15,3.20,,,,,,,,,,
,3952,中澤和志 ,4,13.2%,57.9%,21.1%,21.1%,15.8%,0.12,3.60,,,,,,,,,,
,3952,中澤和志 ,5,16.0%,65.2%,21.7%,17.4%,26.1%,0.17,2.50,,,,,,,,,,
,3952,中澤和志 ,6,18.1%,69.2%,11.5%,23.1%,34.6%,0.15,3.00,,,,,,,,,,
,4736,高倉和士 ,1,19.2%,100.0%,83.3%,12.5%,4.2%,0.12,2.30,,,,,,,,,,
,4736,高倉和士 ,2,15.2%,84.2%,36.8%,31.6%,15.8%,0.11,2.20,,,,,,,,,,
,4736,高倉和士 ,3,10.4%,76.9%,23.1%,38.5%,15.4%,0.10,2.10,,,,,,,,,,
,4736,高倉和士 ,4,23.2%,69.0%,24.1%,34.5%,10.3%,0.11,1.90,,,,,,,,,,
,4736,高倉和士 ,5,18.4%,65.2%,26.1%,4.3%,34.8%,0.13,2.70,,,,,,,,,,
,4736,高倉和士 ,6,13.6%,29.4%,0.0%,11.8%,17.6%,0.15,4.00,,,,,,,,,,
,4471,新田泰章 ,1,24.6%,88.2%,76.5%,11.8%,0.0%,0.13,2.40,,,,,,,,,,
,4471,新田泰章 ,2,15.2%,85.7%,33.3%,28.6%,23.8%,0.15,3.50,,,,,,,,,,
,4471,新田泰章 ,3,15.9%,77.3%,18.2%,40.9%,18.2%,0.17,3.00,,,,,,,,,,
,4471,新田泰章 ,4,14.5%,80.0%,15.0%,35.0%,30.0%,0.15,3.00,,,,,,,,,,
,4471,新田泰章 ,5,16.7%,60.9%,4.3%,21.7%,34.8%,0.18,3.80,,,,,,,,,,
,4471,新田泰章 ,6,13.0%,77.8%,16.7%,22.2%,38.9%,0.15,3.50,,,,,,,,,,
,4586, 磯部誠 ,1,19.3%,95.7%,82.6%,13.0%,0.0%,0.10,2.00,,,,,,,,,,
,4586, 磯部誠 ,2,15.1%,38.9%,11.1%,27.8%,0.0%,0.14,3.40,,,,,,,,,,
,4586, 磯部誠 ,3,19.3%,65.2%,17.4%,26.1%,21.7%,0.12,2.80,,,,,,,,,,
,4586, 磯部誠 ,4,16.0%,57.9%,5.3%,21.1%,31.6%,0.11,3.10,,,,,,,,,,
,4586, 磯部誠 ,5,15.1%,66.7%,22.2%,27.8%,16.7%,0.14,2.90,,,,,,,,,,
,4586, 磯部誠 ,6,15.1%,50.0%,11.1%,11.1%,27.8%,0.13,3.10,,,,,,,,,,
,4760, 山崎郡 ,1,21.9%,85.7%,78.6%,3.6%,3.6%,0.15,3.50,,,,,,,,,,
,4760, 山崎郡 ,2,14.8%,68.4%,26.3%,21.1%,21.1%,0.15,3.40,,,,,,,,,,
,4760, 山崎郡 ,3,16.4%,76.2%,28.6%,38.1%,9.5%,0.14,3.00,,,,,,,,,,
,4760, 山崎郡 ,4,14.8%,63.2%,21.1%,26.3%,15.8%,0.13,2.40,,,,,,,,,,
,4760, 山崎郡 ,5,19.5%,64.0%,16.0%,32.0%,16.0%,0.13,2.60,,,,,,,,,,
,4760, 山崎郡 ,6,12.5%,25.0%,6.2%,0.0%,18.8%,0.13,3.80,,,,,,,,,,
,4205, 山口剛 ,1,20.2%,96.0%,88.0%,4.0%,4.0%,0.11,2.40,,,,,,,,,,
,4205, 山口剛 ,2,18.5%,60.9%,26.1%,17.4%,17.4%,0.13,2.70,,,,,,,,,,
,4205, 山口剛 ,3,16.9%,71.4%,19.0%,42.9%,9.5%,0.11,2.80,,,,,,,,,,
,4205, 山口剛 ,4,16.9%,42.9%,9.5%,23.8%,9.5%,0.10,2.40,,,,,,,,,,
,4205, 山口剛 ,5,16.1%,55.0%,5.0%,25.0%,25.0%,0.13,2.70,,,,,,,,,,
,4205, 山口剛 ,6,11.3%,35.7%,7.1%,7.1%,21.4%,0.16,4.50,,,,,,,,,,
,4387,平山智加 ,1,25.6%,100.0%,71.0%,16.1%,12.9%,0.15,3.20,,,,,,,,,,
,4387,平山智加 ,2,14.0%,82.4%,23.5%,41.2%,17.6%,0.18,3.00,,,,,,,,,,
,4387,平山智加 ,3,14.9%,83.3%,27.8%,16.7%,38.9%,0.14,2.60,,,,,,,,,,
,4387,平山智加 ,4,19.8%,62.5%,12.5%,33.3%,16.7%,0.15,2.60,,,,,,,,,,
,4387,平山智加 ,5,11.6%,64.3%,14.3%,7.1%,42.9%,0.15,2.00,,,,,,,,,,
,4387,平山智加 ,6,14.0%,29.4%,5.9%,5.9%,17.6%,0.17,4.20,,,,,,,,,,
,4337,平本真之 ,1,21.5%,96.9%,75.0%,18.8%,3.1%,0.12,2.30,,,,,,,,,,
,4337,平本真之 ,2,14.8%,50.0%,4.5%,27.3%,18.2%,0.13,3.30,,,,,,,,,,
,4337,平本真之 ,3,15.4%,60.9%,8.7%,43.5%,8.7%,0.14,2.70,,,,,,,,,,
,4337,平本真之 ,4,15.4%,60.9%,13.0%,39.1%,8.7%,0.13,2.40,,,,,,,,,,
,4337,平本真之 ,5,20.8%,51.6%,16.1%,19.4%,16.1%,0.12,2.70,,,,,,,,,,
,4337,平本真之 ,6,12.1%,38.9%,5.6%,16.7%,16.7%,0.16,3.80,,,,,,,,,,
,4980,佐々木完太 ,1,21.6%,100.0%,65.5%,24.1%,10.3%,0.13,2.80,,,,,,,,,,
,4980,佐々木完太 ,2,15.7%,85.7%,33.3%,23.8%,28.6%,0.17,3.30,,,,,,,,,,
,4980,佐々木完太 ,3,14.2%,68.4%,26.3%,21.1%,21.1%,0.12,2.80,,,,,,,,,,
,4980,佐々木完太 ,4,16.4%,72.7%,13.6%,36.4%,22.7%,0.16,3.90,,,,,,,,,,
,4980,佐々木完太 ,5,18.7%,56.0%,8.0%,24.0%,24.0%,0.13,2.90,,,,,,,,,,
,4980,佐々木完太 ,6,13.4%,50.0%,0.0%,27.8%,22.2%,0.16,4.00,,,,,,,,,,
,4812,西野雄貴 ,1,18.3%,100.0%,88.2%,11.8%,0.0%,0.13,2.50,,,,,,,,,,
,4812,西野雄貴 ,2,16.1%,66.7%,33.3%,33.3%,0.0%,0.13,3.10,,,,,,,,,,
,4812,西野雄貴 ,3,17.2%,75.0%,6.2%,50.0%,18.8%,0.12,1.80,,,,,,,,,,
,4812,西野雄貴 ,4,19.4%,66.7%,27.8%,22.2%,16.7%,0.12,2.40,,,,,,,,,,
,4812,西野雄貴 ,5,20.4%,57.9%,21.1%,36.8%,0.0%,0.12,2.10,,,,,,,,,,
,4812,西野雄貴 ,6,8.6%,37.5%,0.0%,25.0%,12.5%,0.16,4.30,,,,,,,,,,
,4959,井上忠政 ,1,24.4%,100.0%,86.2%,10.3%,3.4%,0.14,3.10,,,,,,,,,,
,4959,井上忠政 ,2,13.4%,56.2%,18.8%,25.0%,12.5%,0.16,3.60,,,,,,,,,,
,4959,井上忠政 ,3,16.0%,78.9%,15.8%,42.1%,21.1%,0.14,3.50,,,,,,,,,,
,4959,井上忠政 ,4,14.3%,64.7%,29.4%,5.9%,29.4%,0.14,2.90,,,,,,,,,,
,4959,井上忠政 ,5,16.8%,70.0%,15.0%,30.0%,25.0%,0.16,3.50,,,,,,,,,,
,4959,井上忠政 ,6,15.1%,44.4%,0.0%,22.2%,22.2%,0.17,4.10,,,,,,,,,,
,4433,川野芽唯 ,1,26.4%,97.4%,84.2%,10.5%,2.6%,0.16,3.70,,,,,,,,,,
,4433,川野芽唯 ,2,16.7%,70.8%,37.5%,20.8%,12.5%,0.18,4.00,,,,,,,,,,
,4433,川野芽唯 ,3,15.3%,68.2%,22.7%,27.3%,18.2%,0.20,3.80,,,,,,,,,,
,4433,川野芽唯 ,4,16.0%,65.2%,26.1%,17.4%,21.7%,0.18,4.20,,,,,,,,,,
,4433,川野芽唯 ,5,11.1%,62.5%,6.2%,18.8%,37.5%,0.22,4.40,,,,,,,,,,
,4433,川野芽唯 ,6,14.6%,61.9%,4.8%,14.3%,42.9%,0.22,5.00,,,,,,,,,,
,4826,井上一輝 ,1,23.9%,97.3%,94.6%,0.0%,2.7%,0.14,2.60,,,,,,,,,,
,4826,井上一輝 ,2,13.5%,81.0%,28.6%,42.9%,9.5%,0.14,2.90,,,,,,,,,,
,4826,井上一輝 ,3,20.0%,64.5%,12.9%,32.3%,19.4%,0.12,2.30,,,,,,,,,,
,4826,井上一輝 ,4,16.8%,69.2%,26.9%,19.2%,23.1%,0.13,2.70,,,,,,,,,,
,4826,井上一輝 ,5,11.6%,38.9%,5.6%,22.2%,11.1%,0.15,3.10,,,,,,,,,,
,4826,井上一輝 ,6,14.2%,40.9%,13.6%,9.1%,18.2%,0.14,3.30,,,,,,,,,,
,3654,武田光史 ,1,23.0%,76.9%,65.4%,3.8%,7.7%,0.18,3.70,,,,,,,,,,
,3654,武田光史 ,2,18.6%,81.0%,23.8%,33.3%,23.8%,0.15,3.70,,,,,,,,,,
,3654,武田光史 ,3,13.3%,80.0%,0.0%,46.7%,33.3%,0.15,3.20,,,,,,,,,,
,3654,武田光史 ,4,20.4%,73.9%,43.5%,26.1%,4.3%,0.12,2.20,,,,,,,,,,
,3654,武田光史 ,5,18.6%,76.2%,23.8%,28.6%,23.8%,0.17,3.30,,,,,,,,,,
,3654,武田光史 ,6,6.2%,57.1%,0.0%,28.6%,28.6%,0.12,2.40,,,,,,,,,,
,4061,萩原秀人 ,1,23.1%,96.8%,80.6%,9.7%,6.5%,0.13,2.50,,,,,,,,,,
,4061,萩原秀人 ,2,14.2%,68.4%,10.5%,31.6%,26.3%,0.13,3.20,,,,,,,,,,
,4061,萩原秀人 ,3,16.4%,63.6%,22.7%,22.7%,18.2%,0.13,2.50,,,,,,,,,,
,4061,萩原秀人 ,4,12.7%,64.7%,23.5%,23.5%,17.6%,0.14,3.10,,,,,,,,,,
,4061,萩原秀人 ,5,14.9%,55.0%,15.0%,25.0%,15.0%,0.14,3.40,,,,,,,,,,
,4061,萩原秀人 ,6,18.7%,48.0%,12.0%,8.0%,28.0%,0.11,3.00,,,,,,,,,,
,4350,篠崎元志 ,1,20.1%,92.6%,74.1%,7.4%,11.1%,0.12,2.20,,,,,,,,,,
,4350,篠崎元志 ,2,11.9%,62.5%,18.8%,18.8%,25.0%,0.13,3.40,,,,,,,,,,
,4350,篠崎元志 ,3,20.9%,60.7%,21.4%,28.6%,10.7%,0.16,3.80,,,,,,,,,,
,4350,篠崎元志 ,4,20.9%,57.1%,10.7%,32.1%,14.3%,0.15,3.50,,,,,,,,,,
,4350,篠崎元志 ,5,14.2%,42.1%,5.3%,21.1%,15.8%,0.12,2.50,,,,,,,,,,
,4350,篠崎元志 ,6,11.9%,25.0%,6.2%,12.5%,6.2%,0.14,3.60,,,,,,,,,,
,4939,宮之原輝紀 ,1,27.1%,93.8%,81.2%,9.4%,3.1%,0.12,2.30,,,,,,,,,,
,4939,宮之原輝紀 ,2,18.6%,54.5%,22.7%,18.2%,13.6%,0.16,3.50,,,,,,,,,,
,4939,宮之原輝紀 ,3,11.0%,76.9%,30.8%,23.1%,23.1%,0.14,2.60,,,,,,,,,,
,4939,宮之原輝紀 ,4,10.2%,83.3%,41.7%,25.0%,16.7%,0.12,2.40,,,,,,,,,,
,4939,宮之原輝紀 ,5,15.3%,55.6%,16.7%,27.8%,11.1%,0.14,2.80,,,,,,,,,,
,4939,宮之原輝紀 ,6,17.8%,66.7%,9.5%,23.8%,33.3%,0.15,2.80,,,,,,,,,,
,4278,藤岡俊介 ,1,24.1%,88.6%,71.4%,17.1%,0.0%,0.09,1.50,,,,,,,,,,
,4278,藤岡俊介 ,2,16.6%,91.7%,16.7%,33.3%,41.7%,0.14,2.70,,,,,,,,,,
,4278,藤岡俊介 ,3,15.9%,87.0%,39.1%,13.0%,34.8%,0.12,2.40,,,,,,,,,,
,4278,藤岡俊介 ,4,15.2%,77.3%,18.2%,27.3%,31.8%,0.13,2.70,,,,,,,,,,
,4278,藤岡俊介 ,5,17.2%,40.0%,8.0%,12.0%,20.0%,0.13,3.60,,,,,,,,,,
,4278,藤岡俊介 ,6,11.0%,50.0%,6.2%,25.0%,18.8%,0.14,3.80,,,,,,,,,,
,4933,板橋侑我 ,1,21.3%,92.3%,73.1%,15.4%,3.8%,0.11,2.60,,,,,,,,,,
,4933,板橋侑我 ,2,18.0%,72.7%,22.7%,27.3%,22.7%,0.15,3.20,,,,,,,,,,
,4933,板橋侑我 ,3,16.4%,80.0%,30.0%,40.0%,10.0%,0.12,2.20,,,,,,,,,,
,4933,板橋侑我 ,4,17.2%,57.1%,14.3%,9.5%,33.3%,0.14,2.60,,,,,,,,,,
,4933,板橋侑我 ,5,16.4%,65.0%,15.0%,15.0%,35.0%,0.12,2.70,,,,,,,,,,
,4933,板橋侑我 ,6,10.7%,53.8%,0.0%,23.1%,30.8%,0.17,4.40,,,,,,,,,,
,3590,濱野谷憲吾 ,1,23.9%,88.2%,64.7%,17.6%,5.9%,0.13,3.10,,,,,,,,,,
